Row,Id,Collection,Type,Genus,Family,Year_Early,Year_Late,Year_Uncertainty,Country,City,Location_Uncertainty,Year_Range
1198,179441,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1199,179462,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,England,London,0,34
1200,179444,10683/14558,Transverse flute,Flutes,Wind,1847,1850,1,England,London,0,3
1201,179463,10683/14558,Unknown,Unknown,Unknown,1845,1855,1,Scotland,Breadalbane,0,10
1202,179464,10683/14558,Unknown,Unknown,Unknown,1766,1800,1,Scotland,Unknown,0,34
1203,179465,10683/14558,Unknown,Unknown,Unknown,1766,1800,1,Scotland,Unknown,0,34
1204,179467,10683/14558,Unknown,Unknown,Unknown,1766,1800,1,Unknown,Unknown,2,34
1205,179469,10683/14558,Unknown,Unknown,Unknown,1701,1800,1,Scotland,Edinburgh,0,99
1206,179471,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,England,London,0,34
1207,179473,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1208,179475,10683/14558,Unknown,Unknown,Unknown,1885,1895,1,England,London,0,10
1209,179476,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1210,179477,10683/14558,Unknown,Unknown,Unknown,1901,1935,1,Scotland,Edinburgh,0,34
1211,179478,10683/14558,Unknown,Unknown,Unknown,1766,1800,1,Unknown,Unknown,1,34
1212,179484,10683/14558,Bagpipe,Bagpipes,Wind,1801,1900,1,Unknown,Unknown,2,99
1213,179486,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Unknown,Unknown,2,34
1214,179488,10683/14558,Bagpipe,Bagpipes,Wind,1801,1900,1,Unknown,Unknown,2,99
1215,179498,10683/14558,Unknown,Unknown,Unknown,0,0,2,France,Paris,0,0
1216,179499,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1217,179516,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1218,179517,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1219,179518,10683/14558,Unknown,Unknown,Unknown,1895,1905,1,Unknown,Unknown,2,10
1220,179530,10683/14558,Unknown,Unknown,Unknown,1925,1935,1,Unknown,Unknown,2,10
1221,179532,10683/14558,Unknown,Unknown,Unknown,1934,1968,1,Unknown,Unknown,2,34
1222,179547,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,London,0,0
1223,179548,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1224,179560,10683/14558,Unknown,Unknown,Unknown,1895,1905,1,England,London,0,10
1225,179565,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1226,179567,10683/14558,Soprano flugelhorn,Flugelhorns,Wind,1925,1935,1,Norway,Unknown,0,10
1227,179581,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,1,0
1228,179582,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Unknown,Unknown,2,34
1229,179586,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,1,99
1230,179598,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,Unknown,Unknown,2,10
1231,179599,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,Unknown,Unknown,2,10
1232,179600,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1233,179601,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,France,Paris,0,10
1234,179558,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1945,1955,1,England,London,0,10
1235,179559,10683/14558,Clarinet,Clarinets,Wind,1845,1855,1,Switzerland,Unknown,0,10
1236,179602,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,France,Paris,0,10
1237,179603,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,France,Paris,0,10
1238,179604,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,France,Paris,0,10
1239,179606,10683/14558,Guitar,Guitars,Strings,1595,1605,1,Italy,Unknown,0,10
1240,179633,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1241,179634,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1242,179635,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1243,179605,10683/14558,Clarinet,Clarinets,Wind,1845,1855,1,Germany,Unknown,0,10
1244,179656,10683/14558,Wagner tuba,Tubas,Wind,1895,1905,1,Belgium,Brussels,0,10
1245,179648,10683/14558,Clarinet,Clarinets,Wind,1920,1930,1,Germany,Unknown,0,10
1246,179649,10683/14558,Banjo,Guitars,Strings,0,0,2,England,Birmingham,0,0
1247,179704,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1248,179687,10683/14558,Clarinet,Clarinets,Wind,1957,1957,0,Unknown,Unknown,0,0
1249,179688,10683/14558,Clarinet,Clarinets,Wind,0,0,2,England,London,0,0
1250,179709,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1251,179714,10683/14558,Still shawm,Oboes,Wind,2002,2002,0,Scotland,Aberdeen,0,0
1252,179705,10683/14558,Bass recorder,Flutes,Wind,1988,1988,0,Scotland,Aberdeen,0,0
1253,179706,10683/14558,Guitar,Guitars,Strings,1845,1855,1,Unknown,Unknown,1,10
1254,179723,10683/14558,Flageolet,Flutes,Wind,1833,1867,1,Unknown,Unknown,2,34
1255,179724,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,London,0,0
1256,179752,10683/14558,Unknown,Unknown,Unknown,1901,2000,1,Unknown,Unknown,2,99
1257,179741,10683/14558,Double flageolet,Flutes,Wind,1837,1855,1,England,London,0,18
1258,179742,10683/14558,Flageolet,Flutes,Wind,1821,1831,1,England,London,0,10
1259,179761,10683/14558,Unknown,Unknown,Unknown,1905,1915,1,Unknown,Unknown,2,10
1260,179763,10683/14558,Galoubet,Flutes,Wind,1833,1867,1,Unknown,Unknown,1,34
1261,179759,10683/14558,Ocarina,Flutes,Wind,1866,1900,1,Germany,Unknown,0,34
1262,179760,10683/14558,Cornet,Cornets,Wind,1901,2000,1,United States of America,Elkhart,0,99
1263,179768,10683/14558,Flageolet,Flutes,Wind,1833,1867,1,Unknown,Unknown,2,34
1264,179769,10683/14558,Flageolet,Flutes,Wind,0,0,2,England,London,0,0
1265,179786,10683/14558,Clarinet,Clarinets,Wind,1915,1925,1,United States of America,Unknown,0,10
1266,179787,10683/14558,Oboe,Oboes,Wind,1825,1835,1,France,Paris,0,10
1267,179804,10683/14558,Clarinet,Clarinets,Wind,1854,1863,1,France,Paris,0,9
1268,179808,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,Unknown,Unknown,2,10
1269,179809,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,Unknown,Unknown,2,10
1270,179810,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,Unknown,Unknown,0,10
1271,179812,10683/14558,Unknown,Unknown,Unknown,1903,1913,1,Unknown,Unknown,0,10
1272,179805,10683/14558,Clarinet,Clarinets,Wind,1813,1823,1,France,Paris,0,10
1273,179806,10683/14558,Clarinet,Clarinets,Wind,1958,1958,0,France,Paris,0,0
1274,179826,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1275,179828,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1276,179821,10683/14558,Fanfare trumpet,Trumpets,Wind,1992,1992,0,England,London,0,0
1277,179822,10683/14558,Penny whistle,Flutes,Wind,0,0,2,England,Unknown,0,0
1278,179823,10683/14558,Bass trombone,Trombones,Wind,1900,1910,1,England,London,0,10
1279,179839,10683/14558,Clarinet,Clarinets,Wind,1807,1817,1,England,London,0,10
1280,179838,10683/14558,Double flageolet,Flutes,Wind,0,0,2,Slovakia,Unknown,0,0
1281,179840,10683/14558,Clarinet,Clarinets,Wind,1845,1855,1,Unknown,Unknown,1,10
1282,179841,10683/14558,Clarinet,Clarinets,Wind,1825,1835,1,England,London,0,10
1283,179858,10683/14558,Oboe,Oboes,Wind,1960,1970,1,Italy,Milan,0,10
1284,179859,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1285,179860,10683/14558,Chime bar,Metallophones/Steeldrums,Percussion,0,0,2,Unknown,Unknown,2,0
1286,179854,10683/14558,Clarinet,Clarinets,Wind,1835,1845,1,England,London,0,10
1287,179855,10683/14558,Clarinet,Clarinets,Wind,1805,1815,1,England,London,0,10
1288,179872,10683/14558,Clarinet,Clarinets,Wind,1910,1920,1,England,London,0,10
1289,179876,10683/14558,Clarinet,Clarinets,Wind,1885,1895,1,France,Paris,0,10
1290,179873,10683/14558,Flageolet,Flutes,Wind,1833,1867,1,Unknown,Unknown,2,34
1291,179874,10683/14558,Transverse flute,Flutes,Wind,1838,1847,1,England,London,0,9
1292,179898,10683/14558,Bow,Bows,Bows,0,0,2,England,London,0,0
1293,179888,10683/14558,Clarinet,Clarinets,Wind,1830,1840,1,England,London,0,10
1294,179889,10683/14558,Clarinet,Clarinets,Wind,1830,1840,1,Austria,Unknown,0,10
1295,179907,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1296,179916,10683/14558,Pi bang,Lutes,Strings,0,0,2,Nepal,Unknown,1,0
1297,179918,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1298,179919,10683/14558,Virginal,Harpsichords,Keyboard,1629,1629,0,Unknown,Unknown,2,0
1299,179903,10683/14558,Bow,Bows,Bows,0,0,2,England,London,0,0
1300,179905,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,2,0
1301,179904,10683/14558,Oboe,Oboes,Wind,1875,1885,1,Belgium,Brussels,0,10
1302,179930,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1303,179931,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1304,179932,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1305,179933,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1306,179935,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1307,179920,10683/14558,Alto trombone,Trombones,Wind,0,0,2,France,Paris,0,0
1308,179921,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,2,0
1309,179939,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1310,179940,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1311,179942,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1312,179937,10683/14558,Tenor cor,Saxhorns,Wind,1929,1929,0,England,London,0,0
1313,179938,10683/14558,Galoubet,Flutes,Wind,1992,1992,0,Scotland,Aberdeen,0,0
1314,179962,10683/14558,Unknown,Unknown,Unknown,1915,1925,1,Unknown,Unknown,2,10
1315,179965,10683/14558,Unknown,Unknown,Unknown,1925,1935,1,Unknown,Unknown,2,10
1316,179969,10683/14558,Unknown,Unknown,Unknown,1925,1935,1,England,Unknown,0,10
1317,179952,10683/14558,Serpent,Serpents,Wind,1820,1830,1,England,Unknown,0,10
1318,179977,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,1,0
1319,179980,10683/14558,Unknown,Unknown,Unknown,0,0,2,England,Unknown,0,0
1320,179981,10683/14558,Autoharp,Zithers,Strings,1901,1935,1,Scotland,Largs,0,34
1321,179982,10683/14558,Unknown,Beaters,Beaters,0,0,2,Unknown,Unknown,2,0
1322,179971,10683/14558,Unknown,Beaters,Beaters,0,0,2,Unknown,Unknown,2,0
1323,179972,10683/14558,Transverse flute,Flutes,Wind,1843,1892,1,United States of America,New York,0,49
1324,179990,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,Unknown,0,0
1325,179992,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1326,179993,10683/14558,Unknown,Unknown,Unknown,1915,1925,1,Unknown,Unknown,2,10
1327,179997,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,London,0,0
1328,179998,10683/14558,Unknown,Unknown,Unknown,1915,1925,1,Unknown,Unknown,2,10
1329,180000,10683/14558,Unknown,Unknown,Unknown,1915,1925,1,Unknown,Unknown,2,10
1330,180003,10683/14558,Guitar,Guitars,Strings,1925,1935,1,Spain,Valencia,0,10
1331,179988,10683/14558,Wagner tuba,Tubas,Wind,1930,1933,1,Germany,Unknown,0,3
1332,179989,10683/14558,Unknown,Beaters,Beaters,0,0,2,Scotland,Edinburgh,0,0
1333,180016,10683/14558,Bassoon,Bassoons,Wind,1901,1935,1,England,London,0,34
1334,180022,10683/14558,Clarinet,Clarinets,Wind,0,0,2,Unknown,Unknown,1,0
1335,180005,10683/14558,Guitar,Guitars,Strings,0,0,2,England,London,0,0
1336,180006,10683/14558,Unknown,Beaters,Beaters,0,0,2,Unknown,Unknown,2,0
1337,180023,10683/14558,Flugelhorn,Flugelhorns,Wind,0,0,2,Unknown,Unknown,0,0
1338,180024,10683/14558,Unknown,Unknown,Unknown,1937,1937,0,England,Harrow,0,0
1339,180032,10683/14558,Cornet,Cornets,Wind,0,0,2,England,London,0,0
1340,180034,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,France,Paris,0,0
1341,180050,10683/14558,Unknown,Beaters,Beaters,0,0,2,Unknown,Unknown,2,0
1342,180051,10683/14558,Unknown,Unknown,Unknown,2002,2002,0,Canada,Gloucester,0,0
1343,180053,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1344,180054,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,2002,2002,0,England,Wootton Bassett,0,0
1345,180058,10683/14558,Soprano saxophone,Saxophones,Wind,1926,1926,0,England,London,0,0
1346,180062,10683/14558,Soprano saxophone,Saxophones,Wind,1920,1930,1,England,London,0,10
1347,180052,10683/14558,Tenor cor,Saxhorns,Wind,1881,1881,0,England,London,0,0
1348,180055,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1970,1980,1,England,Farnham,0,10
1349,180083,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1350,180067,10683/14558,Descant recorder,Flutes,Wind,1945,1955,1,England,Oxford,0,10
1351,180068,10683/14558,Cymbals,Cymbals,Percussion,0,0,2,Unknown,Unknown,2,0
1352,180087,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1353,180084,10683/14558,Castanets,Castanets,Percussion,0,0,2,Unknown,Unknown,2,0
1354,180085,10683/14558,Cornet,Cornets,Wind,1862,1867,1,France,Paris,0,5
1355,180086,10683/14558,Contrabass trombone,Trombones,Wind,1890,1899,1,France,Paris,0,9
1356,180088,10683/14558,Ratchet,Ratchets,Percussion,0,0,2,Unknown,Unknown,2,0
1357,180089,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,France,Paris,0,0
1358,180090,10683/14558,Baritone saxhorn,Saxhorns,Wind,1833,1867,1,Unknown,Unknown,1,34
1359,180098,10683/14558,Bugle,Bugles,Wind,0,0,2,Unknown,Unknown,2,0
1360,180104,10683/14558,Keyed bugle,Bugles,Wind,1825,1835,1,France,Strasbourg,0,10
1361,180107,10683/14558,Double flageolet,Flutes,Wind,0,0,2,Unknown,Unknown,0,0
1362,180099,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1967,2000,1,Unknown,Unknown,0,33
1363,180100,10683/14558,Unknown,Beaters,Beaters,1930,1939,1,England,Unknown,0,9
1364,180116,10683/14558,Bassoon,Bassoons,Wind,0,0,2,China,Unknown,0,0
1365,180117,10683/14558,Fanfare trumpet,Trumpets,Wind,0,0,2,England,London,0,0
1366,180118,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1367,180119,10683/14558,Tenor trombone,Trombones,Wind,1865,1865,0,France,Paris,0,0
1368,180120,10683/14558,Fanfare trumpet,Trumpets,Wind,0,0,2,England,London,0,0
1369,180121,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1965,1975,1,Unknown,Unknown,0,10
1370,180131,10683/14558,Euphonium,Tubas,Wind,1894,1894,0,England,London,0,0
1371,180132,10683/14558,Valve trumpet,Trumpets,Wind,0,0,2,Unknown,Unknown,0,0
1372,180133,10683/14558,Guitar,Guitars,Strings,1801,1835,1,Unknown,Unknown,1,34
1373,180136,10683/14558,Unknown,Unknown,Unknown,1920,1929,1,Unknown,Unknown,2,9
1374,180134,10683/14558,Tenor trombone,Trombones,Wind,1833,1867,1,England,Birmingham,0,34
1375,180135,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,2,0
1376,180150,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1377,180161,10683/14558,Tenor trombone,Trombones,Wind,1801,1835,1,Unknown,Unknown,1,34
1378,180145,10683/14558,Tenor trombone,Trombones,Wind,1923,1933,1,Unknown,Unknown,0,10
1379,180146,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,Unknown,0,0
1380,180176,10683/14558,Viol,Viols,Strings,0,0,2,Unknown,Unknown,2,0
1381,180180,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1382,180163,10683/14558,Valve trumpet,Trumpets,Wind,1914,1924,1,England,London,0,10
1383,180164,10683/14558,Valve trumpet,Trumpets,Wind,1866,1900,1,Unknown,Unknown,0,34
1384,180182,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1385,180192,10683/14558,Tenor trombone,Trombones,Wind,1972,1973,1,England,London,0,1
1386,180193,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,London,0,0
1387,180181,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,1,0
1388,180183,10683/14558,Cornet,Cornets,Wind,1895,1895,0,England,London,0,0
1389,180205,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1390,180207,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1391,180194,10683/14558,Contralto saxhorn,Saxhorns,Wind,1895,1905,1,France,Paris,0,10
1392,180195,10683/14558,Althorn,Saxhorns,Wind,1895,1905,1,Unknown,Unknown,0,10
1393,180214,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1394,180213,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Germany,Cologne,0,0
1395,180220,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1396,180221,10683/14558,Unknown,Unknown,Unknown,1920,1929,1,England,London,0,9
1397,180215,10683/14558,Valve trumpet,Trumpets,Wind,0,0,2,England,London,0,0
1398,180216,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,2,0
1399,180229,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,London,0,0
1400,180231,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,England,London,0,0
1401,180230,10683/14558,Cornet,Cornets,Wind,1922,1922,0,United States of America,Elkhart,0,0
1402,180237,10683/14558,Unknown,Unknown,Unknown,1872,1872,0,Unknown,Unknown,1,0
1403,180232,10683/14558,Bugle,Bugles,Wind,1956,1956,0,England,London,0,0
1404,180241,10683/14558,Percussion tubes,Others,Percussion,0,0,2,Indonesia,Unknown,0,0
1405,180245,10683/14558,Beaters,Beaters,Beaters,0,0,2,Indonesia,Unknown,0,0
1406,180239,10683/14558,Helicon,Tubas,Wind,0,0,2,England,London,0,0
1407,180240,10683/14558,Bass saxhorn,Saxhorns,Wind,1865,1865,0,France,Paris,0,0
1408,180242,10683/14558,Alto saxhorn,Saxhorns,Wind,1861,1865,1,France,Marseille,0,4
1409,180257,10683/14558,Bow,Bows,Bows,0,0,2,China,Unknown,0,0
1410,180258,10683/14558,Valve trumpet,Trumpets,Wind,1925,1935,1,Italy,Unknown,0,10
1411,180259,10683/14558,Flugelhorn,Flugelhorns,Wind,0,0,2,Unknown,Unknown,0,0
1412,180260,10683/14558,Hunting horn,Hunting horns,Wind,0,0,2,Unknown,Unknown,0,0
1413,180277,10683/14558,Unknown,Unknown,Unknown,1901,1935,1,Scotland,Edinburgh,0,34
1414,180278,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Scotland,Unknown,0,34
1415,180279,10683/14558,Unknown,Unknown,Unknown,1901,1935,1,Scotland,Edinburgh,0,34
1416,180273,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,1,0
1417,180280,10683/14558,Unknown,Unknown,Unknown,1901,1935,1,Scotland,Edinburgh,0,34
1418,180281,10683/14558,Unknown,Unknown,Unknown,1950,1960,1,Scotland,Edinburgh,0,10
1419,180282,10683/14558,Unknown,Unknown,Unknown,1920,1930,1,Scotland,Edinburgh,0,10
1420,180283,10683/14558,Unknown,Unknown,Unknown,1880,1890,1,Scotland,Glasgow,0,10
1421,180284,10683/14558,Unknown,Unknown,Unknown,1845,1855,1,Scotland,Glasgow,0,10
1422,180285,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Scotland,Unknown,0,99
1423,180287,10683/14558,Unknown,Unknown,Unknown,1875,1885,1,Scotland,Glasgow,0,10
1424,180288,10683/14558,Unknown,Unknown,Unknown,0,0,2,Scotland,Aberdeen,0,0
1425,180289,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,England,London,0,34
1426,180274,10683/14558,Tenor trombone,Trombones,Wind,1932,1933,1,England,London,0,1
1427,180275,10683/14558,Erhu,Fiddles,Strings,0,0,2,China,Unknown,0,0
1428,180290,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,2,99
1429,180303,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,1,0
1430,180291,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Scotland,Greenock,0,34
1431,180292,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Unknown,Unknown,1,34
1432,180293,10683/14558,Unknown,Unknown,Unknown,1901,2000,1,Unknown,Unknown,1,99
1433,180294,10683/14558,Unknown,Unknown,Unknown,1901,1935,1,Unknown,Unknown,0,34
1434,180295,10683/14558,Unknown,Unknown,Unknown,1766,1800,1,Unknown,Unknown,1,34
1435,180296,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,1,99
1436,180297,10683/14558,Unknown,Unknown,Unknown,1766,1800,1,Unknown,Unknown,2,34
1437,180298,10683/14558,Unknown,Unknown,Unknown,1701,1800,1,Unknown,Unknown,1,99
1438,180299,10683/14558,Unknown,Unknown,Unknown,1940,1950,1,England,Unknown,0,10
1439,180300,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Unknown,Unknown,1,34
1440,180301,10683/14558,Unknown,Unknown,Unknown,1825,1835,1,England,North Shields,0,10
1441,180302,10683/14558,Unknown,Unknown,Unknown,1866,1900,1,Unknown,Unknown,1,34
1442,180304,10683/14558,Unknown,Unknown,Unknown,1835,1845,1,England,North Shields,0,10
1443,180305,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,1,0
1444,180306,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1445,180307,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,1,0
1446,180308,10683/14558,Unknown,Unknown,Unknown,1701,1800,1,Unknown,Unknown,1,99
1447,180310,10683/14558,Unknown,Unknown,Unknown,0,0,2,Nepal,Unknown,0,0
1448,180312,10683/14558,Unknown,Beaters,Beaters,0,0,2,England,Unknown,0,0
1449,180314,10683/14558,Small pipe,Bagpipes,Wind,1701,1800,1,Unknown,Unknown,1,99
1450,180309,10683/14558,Keyed trumpet,Trumpets,Wind,1825,1835,1,Czech Republic,Prague,0,10
1451,180311,10683/14558,Bass trombone,Trombones,Wind,1823,1860,1,Austria,Vienna,0,37
1452,180316,10683/14558,Unknown,Unknown,Unknown,1870,1880,1,Scotland,Edinburgh,0,10
1453,180317,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,2,99
1454,180319,10683/14558,Unknown,Unknown,Unknown,1866,1900,1,Unknown,Unknown,1,34
1455,180321,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1456,180323,10683/14558,Bagpipe,Bagpipes,Wind,1866,1900,1,Unknown,Unknown,1,34
1457,180326,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,0,0,2,Unknown,Unknown,0,0
1458,180318,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1929,1929,0,England,London,0,0
1459,180320,10683/14558,Mouthpiece,Mouthpieces,Mouthpieces,1929,1929,0,England,London,0,0
1460,180331,10683/14558,Unknown,Unknown,Unknown,0,0,2,Scotland,Unknown,0,0
1461,180332,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1462,180335,10683/14558,Bagpipe,Bagpipes,Wind,0,0,2,Unknown,Unknown,1,0
1463,180336,10683/14558,Unknown,Unknown,Unknown,1901,1935,1,Scotland,Edinburgh,0,34
1464,180337,10683/14558,Unknown,Unknown,Unknown,1766,1800,1,Unknown,Unknown,2,34
1465,180338,10683/14558,Unknown,Unknown,Unknown,1901,2000,1,Unknown,Unknown,0,99
1466,180340,10683/14558,Oboe,Oboes,Wind,1865,1875,1,France,Paris,0,10
1467,180344,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,1,99
1468,180333,10683/14558,Althorn,Saxhorns,Wind,1833,1867,1,Unknown,Unknown,1,34
1469,180334,10683/14558,Tenor trombone,Trombones,Wind,1958,1958,0,England,London,0,0
1470,180346,10683/14558,Unknown,Unknown,Unknown,1801,1900,1,Unknown,Unknown,1,99
1471,180347,10683/14558,Unknown,Unknown,Unknown,1701,1800,1,Unknown,Unknown,1,99
1472,180348,10683/14558,Unknown,Unknown,Unknown,0,0,2,Scotland,Edinburgh,0,0
1473,180349,10683/14558,Unknown,Unknown,Unknown,0,0,2,Scotland,Edinburgh,0,0
1474,180350,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,England,London,0,34
1475,180351,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,2,0
1476,180352,10683/14558,Unknown,Unknown,Unknown,1701,1800,1,Unknown,Unknown,1,99
1477,180353,10683/14558,Unknown,Unknown,Unknown,0,0,2,Unknown,Unknown,1,0
1478,180354,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Unknown,Unknown,2,34
1479,180355,10683/14558,Unknown,Unknown,Unknown,1901,2000,1,Scotland,Dundee,0,99
1480,180356,10683/14558,Unknown,Unknown,Unknown,1901,2000,1,Unknown,Unknown,1,99
1481,180357,10683/14558,Unknown,Unknown,Unknown,1795,1805,1,Scotland,Unknown,0,10
1482,180345,10683/14558,Cornet,Cornets,Wind,1961,1962,1,England,London,0,1
1483,180359,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Unknown,Unknown,2,34
1484,180361,10683/14558,Unknown,Unknown,Unknown,1866,1900,1,Unknown,Unknown,1,34
1485,180362,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,Unknown,Unknown,2,34
1486,180363,10683/14558,Unknown,Unknown,Unknown,1801,1835,1,England,London,0,34
